Año,Formación Política,Origen,Fuente,Tipo,Concepto,Cuantia
2009,Iniciativa per Catalunya Verds,Pública,Subvención,Electoral,Parlamento  de Cataluña 01/11/2006,"142998,98"
2009,Iniciativa per Catalunya Verds,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"26023,14"
2009,Iniciativa per Catalunya Verds,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes",251637
2009,Iniciativa per Catalunya Verds,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"632542,48"
2009,Iniciativa per Catalunya Verds,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"11268423,72"
2009,Grupo Senadores Nacionalistas,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"287105,67"
2009,Grupo Mixto,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"517733,22"
2009,Ezker Batua Berdeak,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","546006,37"
2009,Ezker Batua Berdeak,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"100628,32"
2009,Ezker Batua Berdeak,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"1270192,6"
2009,Eusko Alkartasuna,Pública,Subvención,Funcionamiento Ordinario,Gobiernos Autonómicos,"277377,15"
2009,Eusko Alkartasuna,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"169193,99"
2009,Eusko Alkartasuna,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,493391
2009,Eusko Alkartasuna,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"46862,4"
2009,Eusko Alkartasuna,Pública,Subvención,Electoral,Parlamento Vasco 01/03/2009,"200586,59"
2009,Eusko Alkartasuna,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","504188,4"
2009,Eusko Alkartasuna,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"182712,73"
2009,Eusko Alkartasuna,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"2745500,46"
2009,Esquerra Unida del País Valencià,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","182754,56"
2009,Esquerra Unida del País Valencià,Privada,Particulares,Particulares,Donaciones,"4507,5"
2009,Esquerra Unida del País Valencià,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"44645,43"
2009,Esquerra Unida del País Valencià,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"380936,74"
2009,Esquerra Republicana de Catalunya,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"991682,81"
2009,Esquerra Republicana de Catalunya,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,2818186
2009,Esquerra Republicana de Catalunya,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"1484914,58"
2009,Esquerra Republicana de Catalunya,Pública,Subvención,Electoral,Parlamento  de Cataluña 01/11/2006,"168943,5"
2009,Esquerra Republicana de Catalunya,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"127105,45"
2009,Esquerra Republicana de Catalunya,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","1135665,14"
2009,Esquerra Republicana de Catalunya,Privada,Particulares,Particulares,Donaciones,308
2009,Esquerra Republicana de Catalunya,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"118243,07"
2009,Esquerra Republicana de Catalunya,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"1070066,6"
2009,Entesa Catalana de Progrés,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"543486,96"
2009,Entesa Catalana de Progrés,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"94,13"
2009,Convergencia i Unió,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"956683,08"
2009,Convergencia i Unió,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"917070,12"
2009,Convergencia i Unió,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"5897747,8"
2009,Convergencia i Unió,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"2711757,51"
2009,Convergencia i Unió,Pública,Subvención,Electoral,Parlamento  de Cataluña 01/11/2006,"255066,14"
2009,Convergencia i Unió,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"218240,11"
2009,Convergencia i Unió,Privada,Particulares,Particulares,Donaciones,3400
2009,Convergencia i Unió,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"55999,79"
2009,Convergencia i Unió,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"12467433,84"
2009,Convergencia Democratica de Cataluña,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"1243486,34"
2009,Convergencia Democratica de Cataluña,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"137879,44"
2009,Convergencia Democratica de Cataluña,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","2535913,87"
2009,Convergencia Democratica de Cataluña,Privada,Particulares,Particulares,Donaciones,387500
2009,Convergencia Democratica de Cataluña,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"2873853,7"
2009,Convergencia Democratica de Cataluña,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"2551323,36"
2009,Compromís pel País Valencià,Pública,Subvención,Funcionamiento Ordinario,Gobiernos Autonómicos,"279445,36"
2009,Compromís pel País Valencià,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"382704,84"
2009,Compromís pel País Valencià,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"38215,75"
2009,Compromís pel País Valencià,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"59174,53"
2009,Coalición Canaria,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"566215,96"
2009,Coalición Canaria,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"142308,83"
2009,Coalición Canaria,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,672600
2009,Coalición Canaria,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"646111,83"
2009,Coalición Canaria,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"157800,55"
2009,Coalición Canaria,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","281684,25"
2009,Coalición Canaria,Privada,Particulares,Particulares,Donaciones,60000
2009,Coalición Canaria,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"1253,93"
2009,Coalición Canaria,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"531044,17"
2009,Bloque Nacionalista Galego,Pública,Subvención,Funcionamiento Ordinario,Subvención Estatal,"653765,64"
2009,Bloque Nacionalista Galego,Pública,Subvención,Funcionamiento Ordinario,Cortes Generales,"142308,83"
2009,Bloque Nacionalista Galego,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"523966,11"
2009,Bloque Nacionalista Galego,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"629796,38"
2009,Bloque Nacionalista Galego,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"81961,95"
2009,Bloque Nacionalista Galego,Pública,Subvención,Electoral,Parlamento de Galicia 01/03/2009,"957531,76"
2009,Bloque Nacionalista Galego,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","685591,44"
2009,Bloque Nacionalista Galego,Privada,Particulares,Particulares,Donaciones,"305230,45"
2009,Bloque Nacionalista Galego,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"942409,25"
2009,Bloque Nacionalista Galego,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"4329687,38"
2009,Aralar,Pública,Subvención,Funcionamiento Ordinario,Gobiernos Autonómicos,"370987,48"
2009,Aralar,Pública,Subvención,Funcionamiento Ordinario,Asambleas Legislativas Autonómicas y Ciudades Autónomas,"289522,59"
2009,Aralar,Pública,Subvención,Funcionamiento Ordinario,Entidades Locales,"235832,26"
2009,Aralar,Pública,Subvención,Electoral,Elecciones Locales 27/05/2007,"16239,28"
2009,Aralar,Pública,Subvención,Electoral,Parlamento Vasco 01/03/2009,"500619,54"
2009,Aralar,Privada,Particulares,Particulares,"Cuotas y aportaciones de afiliados, adheridos y simpatizantes","357526,34"
2009,Aralar,Privada,Particulares,Particulares,Donaciones,3000
2009,Aralar,Privada,Particulares,Particulares,Otros Ingresos Financiación Privada,"5120,04"
2009,Aralar,Privada,Crédito,Deuda contraída con entidades de crédito,Deuda con entidades de crédito,"212535,44"
,Total,,,,,"1782548946,66"
